asin,overall,helpful_numerator,helpful_denominator,count
B00006IV1V,3.75,1.875,2.375,5
B00006IV2U,3.0,2.272727272727273,2.727272727272727,5
B00006IV44,3.857142857142857,4.714285714285714,4.714285714285714,5
B00006IV46,3.625,2.0625,2.375,5
B00006IV4N,4.47457627118644,5.661016949152542,6.0508474576271185,5
B00006IVEN,4.631578947368421,0.6578947368421053,0.7631578947368421,5
B00006J3G8,4.181818181818182,5.2727272727272725,6.090909090909091,5
B00006JLZW,2.8,0.4,1.2,5
B00006JLZX,3.0,1.4,2.2,5
B00006JPGY,5.0,0.5714285714285714,0.5714285714285714,5
B00006JPHI,4.8,0.2,0.2,5
B00006K116,4.823529411764706,13.941176470588236,14.529411764705882,5
B00006K157,3.1666666666666665,2.5,2.6666666666666665,5
B00006L9CA,3.7142857142857144,18.214285714285715,19.642857142857142,5
B00006L9LP,4.181818181818182,5.0,5.636363636363637,5
B00006MMU6,4.608695652173913,5.6521739130434785,7.217391304347826,5
B00006MMU7,4.333333333333333,3.5,4.0,5
B00006NT3A,4.714285714285714,8.979591836734693,9.918367346938776,5
B00006SKLU,4.25,1.625,2.5,5
B00006WNPW,4.444444444444445,3.9444444444444446,4.222222222222222,5
B00006WNPX,4.483870967741935,0.8387096774193549,1.1290322580645162,5
B00006WNQS,3.625,2.125,2.25,5
B000070IWK,4.2,5.1,6.1,5
B0000798CT,4.428571428571429,1.4285714285714286,1.4285714285714286,5
B00007E31S,4.0,1.3333333333333333,2.0,5
B00007FRYJ,4.888888888888889,0.7777777777777778,0.7777777777777778,5
B00007GD5L,4.72972972972973,0.43243243243243246,0.5135135135135135,5
B00007ITA2,3.6666666666666665,2.6666666666666665,4.333333333333333,5
B00007J6CZ,4.0,0.6666666666666666,0.8333333333333334,5
B00007KH0X,4.09375,2.3125,3.375,5
B00007KUX6,4.8,16.6,17.0,5
B00007KUX7,4.230769230769231,4.038461538461538,4.538461538461538,5
B00007L64I,4.25,1.6,1.75,5
B00007LA0L,4.0,1.2,1.4,5
B00007LB77,2.5454545454545454,5.7272727272727275,6.636363636363637,5
B00007M9SU,4.2368421052631575,2.6842105263157894,2.789473684210526,5
B00007MII0,4.166666666666667,2.1666666666666665,4.333333333333333,5
B00007MII1,4.285714285714286,1.5714285714285714,3.357142857142857,5
B000083CUD,4.428571428571429,6.142857142857143,6.428571428571429,5
B000083GK2,3.3333333333333335,5.833333333333333,10.833333333333334,5
B000083JX0,4.745762711864407,1.9152542372881356,2.23728813559322,5
B000087BHJ,3.0,3.0,3.8,5
B000087HF7,4.636363636363637,1.1818181818181819,2.272727272727273,5
B000087HF8,4.402439024390244,1.353658536585366,2.3902439024390243,5
B000087HFA,2.8,1.2,2.0,5
B00008BFXG,4.222222222222222,2.5833333333333335,3.7222222222222223,5
B00008BFXJ,4.25,4.7,4.95,5
B00008BFXK,4.5625,7.0625,9.3125,5
B00008BFXL,4.609756097560975,1.175609756097561,1.3853658536585365,5
B00008BQVL,4.5,0.6,0.6,5
B00008BQVM,4.818181818181818,4.545454545454546,5.454545454545454,5
B00008BRR6,4.333333333333333,1.4814814814814814,2.074074074074074,5
B00008BRR8,4.625,1.5,1.625,5
B00008CMPY,4.8,0.26666666666666666,0.26666666666666666,5
B00008CMQ2,4.2,7.8,16.2,5
B00008DQJQ,3.9285714285714284,19.142857142857142,19.928571428571427,5
B00008I8NJ,4.555555555555555,3.888888888888889,7.444444444444445,5
B00008IJYS,4.833333333333333,1.3333333333333333,1.3333333333333333,5
B00008IM9W,4.461538461538462,12.846153846153847,14.0,5
B00008J1ZZ,3.3636363636363638,10.818181818181818,11.181818181818182,5
B00008K4UA,4.3,10.3,10.8,5
B00008KA7R,4.545454545454546,2.3636363636363638,2.5454545454545454,5
B00008L3FX,4.428571428571429,0.8571428571428571,0.8571428571428571,5
B00008LUPY,4.56,2.84,3.04,5
B00008LUTV,4.625,1.5625,1.5625,5
B00008MNZN,4.285714285714286,2.125,2.982142857142857,5
B00008MO0B,4.333333333333333,7.466666666666667,8.966666666666667,5
B00008MOQA,3.606741573033708,1.404494382022472,1.797752808988764,5
B00008NFL0,4.714285714285714,1.5714285714285714,1.7142857142857142,5
B00008O2XM,4.8,0.6,0.6,5
B00008PW1R,4.583333333333333,3.5833333333333335,4.083333333333333,5
B00008QQN2,4.818181818181818,2.727272727272727,3.0,5
B00008US33,4.6,0.6,0.8,5
B00008US4M,4.375,0.875,1.125,5
B00008US4Q,4.583333333333333,2.0833333333333335,2.25,5
B00008WFLP,4.166666666666667,0.6666666666666666,0.8333333333333334,5
B00008WFM5,4.6,2.4,3.6,5
B00008XPOV,4.6,0.2,0.2,5
B00008Y47H,4.538461538461538,9.846153846153847,10.076923076923077,5
B00008ZPGC,4.0,1.0,2.2,5
B000092YOX,4.285714285714286,3.5714285714285716,5.285714285714286,5
B000092YP1,4.625,1.125,1.5,5
B000092YP2,4.3076923076923075,0.23076923076923078,0.38461538461538464,5
B000093INI,5.0,0.4,0.6,5
B000095SGR,4.833333333333333,2.4166666666666665,2.5833333333333335,5
B000095ZMP,3.6666666666666665,1.3333333333333333,1.3333333333333333,5
B000096QDC,4.333333333333333,1.5555555555555556,2.4444444444444446,5
B00009964Y,4.4,0.5,1.1,5
B00009964Z,4.333333333333333,2.0,2.4444444444444446,5
B000099651,4.0625,0.375,0.6875,5
B000099SKB,4.55,1.05,1.45,5
B000099SKD,4.7,1.1,1.4,5
B000099SKE,4.5625,0.375,0.5625,5
B00009EFEI,4.588235294117647,0.7058823529411765,1.0,5
B00009EFEX,3.7142857142857144,2.761904761904762,3.761904761904762,5
B00009EFEY,4.8,0.4,0.4666666666666667,5
B00009EFEZ,5.0,1.4,2.0,5
B00009KX5U,4.434782608695652,1.3043478260869565,2.217391304347826,5
B00009LI88,4.2,2.8,3.2,5
B00009OL68,3.925,0.925,1.0,5
B00009PSZ2,4.3076923076923075,0.8461538461538461,1.0,5
B00009Q95R,4.142857142857143,1.0,1.3214285714285714,5
B00009Q95S,4.0,1.6,1.9,5
B00009QP07,4.166666666666667,0.3333333333333333,0.5,5
B00009R7VT,4.4,3.0,3.2,5
B00009RB0X,4.571428571428571,18.857142857142858,19.857142857142858,5
B00009RB0Y,4.666666666666667,2.0,2.1666666666666665,5
B00009RB1C,4.8,3.15,3.9,5
B00009RB1I,4.5,1.125,1.625,5
B00009RF1E,3.967391304347826,0.2608695652173913,0.3695652173913043,5
B00009V2Q5,4.8,0.0,0.0,5
B00009V2QM,4.555555555555555,0.1111111111111111,0.16666666666666666,5
B00009V2QO,4.8,0.0,0.0,5
B00009V2QV,4.636363636363637,3.090909090909091,3.4545454545454546,5
B00009V2QX,4.606896551724138,2.9586206896551723,3.303448275862069,5
B00009V434,4.333333333333333,1.0,1.3333333333333333,5
B00009W39B,4.757575757575758,1.2121212121212122,1.303030303030303,5
B00009WC69,4.5,0.9523809523809523,1.0238095238095237,5
B00009WC6A,4.782608695652174,2.0869565217391304,2.130434782608696,5
B00009WCBU,4.666666666666667,0.5833333333333334,0.5833333333333334,5
B00009WO0V,4.0,0.0,0.0,5
B00009YW34,3.6666666666666665,3.1666666666666665,3.1666666666666665,5
B00009ZOHD,4.454545454545454,1.0,1.5454545454545454,5
B00009ZY40,4.0,2.7142857142857144,2.7142857142857144,5
B0000A10MZ,4.096774193548387,5.580645161290323,5.870967741935484,5
B0000AKADC,4.5,2.25,2.5,5
B0000AKADE,4.0,1.6666666666666667,2.8333333333333335,5
B0000AN3UB,4.230769230769231,4.384615384615385,5.0,5
B0000AN9L7,4.704225352112676,1.5140845070422535,1.9788732394366197,5
B0000AN9LO,4.4,0.0,0.0,5
B0000AOWPC,4.1,3.6,4.4,5
B0000AQJV4,4.916666666666667,0.4166666666666667,0.4166666666666667,5
B0000AQOEW,3.6,0.2,0.2,5
B0000ASRWT,4.8,4.6,5.0,5
B0000AU1Y6,4.2727272727272725,4.454545454545454,4.7272727272727275,5
B0000AU1ZG,4.0,2.6875,2.8125,5
B0000AU1ZN,4.3,1.7,1.8666666666666667,5
B0000AU1ZU,3.4166666666666665,0.6666666666666666,1.0,5
B0000AU212,4.333333333333333,2.2222222222222223,2.6666666666666665,5
B0000AU22K,3.9,1.2,1.5,5
B0000AY3X0,4.507042253521127,1.943661971830986,2.619718309859155,5
B0000AZWI8,4.875,13.875,14.625,5
B0000B11US,4.2,3.8,4.4,5
B0000B11WE,4.2375,0.575,1.0125,5
B0000B39T7,4.5,0.8333333333333334,1.1666666666666667,5
B0000C07X0,4.0,5.142857142857143,6.0,5
B0000C1I00,4.2407407407407405,1.0555555555555556,1.2592592592592593,5
B0000C1KT4,4.4,1.0,1.6,5
B0000C4COW,4.166666666666667,5.416666666666667,7.0,5
B0000C4COX,3.5714285714285716,0.8571428571428571,2.0,5
B0000C4KJ9,3.4,2.2,3.6,5
B0000C4KJX,4.5,0.75,0.75,5
B0000C88FM,3.5714285714285716,16.142857142857142,16.857142857142858,5
B0000C88FZ,3.75,0.0,0.0,5
B0000CBIWC,4.125,5.75,6.125,5
B0000CBJ5M,3.857142857142857,6.714285714285714,7.285714285714286,5
B0000CC654,3.1818181818181817,1.0,1.2727272727272727,5
B0000CC65B,3.0,2.8,4.0,5
B0000CCW1M,3.5,2.5,3.3333333333333335,5
B0000CCW1N,4.476190476190476,3.5714285714285716,4.904761904761905,5
B0000CCW1O,4.833333333333333,1.8333333333333333,2.3333333333333335,5
B0000CEO7J,4.32484076433121,0.7006369426751592,1.0063694267515924,5
B0000CEO81,4.428571428571429,0.35714285714285715,0.7857142857142857,5
B0000CEO82,4.538461538461538,0.5128205128205128,0.717948717948718,5
B0000CEO85,4.2,0.2,0.4,5
B0000CEO88,4.857142857142857,0.6190476190476191,0.6666666666666666,5
B0000CEW4O,2.2,0.0,0.0,5
B0000CFH36,4.111111111111111,5.777777777777778,7.0,5
B0000CFL7D,4.666666666666667,5.222222222222222,5.444444444444445,5
B0000CFL7E,4.111111111111111,0.2222222222222222,0.4444444444444444,5
B0000CFMQO,4.714285714285714,5.071428571428571,5.214285714285714,5
B0000CFNVN,3.9655172413793105,1.4137931034482758,1.6896551724137931,5
B0000CFQ1L,4.8,1.0,1.0,5
B0000CFQ5W,4.8,1.2,1.2,5
B0000CFSGH,4.333333333333333,1.4666666666666666,1.5333333333333334,5
B0000CFSV9,4.533333333333333,11.866666666666667,13.0,5
B0000CFXSL,4.303571428571429,3.8214285714285716,4.071428571428571,5
B0000D1BO2,5.0,1.0,1.4,5
B0000DAPGS,4.75,0.7272727272727273,0.8181818181818182,5
B0000DAZ2G,3.888888888888889,1.2222222222222223,1.5925925925925926,5
B0000DD8VM,4.708333333333333,2.0833333333333335,2.2916666666666665,5
B0000DE4QE,4.857142857142857,0.0,0.0,5
B0000DG5BK,5.0,2.3333333333333335,2.5,5
B0000DGBI2,3.8135593220338984,6.610169491525424,7.983050847457627,5
B0000DH8NC,3.5714285714285716,0.7142857142857143,0.7142857142857143,5
B0000DH8OC,4.6,0.8,0.8,5
B0000DIIAS,3.6666666666666665,16.833333333333332,19.0,5
B0000DIU49,3.875,0.0,0.0,5
B0000DIWIK,4.2,1.1,1.1,5
B0000DIWIM,4.909090909090909,4.363636363636363,5.7272727272727275,5
B0000DIWJF,4.181818181818182,2.8181818181818183,3.272727272727273,5
B0000DIWOL,4.7,0.5,0.5,5
B0000DJAQC,4.666666666666667,0.0,0.0,5
B0000DJAQU,3.7142857142857144,5.571428571428571,6.714285714285714,5
B0000DJAVR,4.333333333333333,0.16666666666666666,0.3333333333333333,5
B0000DJAVX,4.6,0.0,0.0,5
B0000DJEJO,4.333333333333333,0.6666666666666666,0.8,5
B0000E13C2,3.0,1.0,1.0,5
B0000E2E9S,3.8333333333333335,2.3333333333333335,2.5,5
B0000E2PBX,3.5,9.4,10.0,5
B0000E2PEI,4.384615384615385,4.953846153846154,5.6923076923076925,5
B0000E3J99,4.2,9.6,9.8,5
B0000E3J9B,3.7142857142857144,4.0,5.142857142857143,5
B0000E3J9F,2.8,4.5,6.9,5
B0000E3J9G,3.0,0.4,0.4,5
B0000E5YZI,4.166666666666667,0.5,0.5,5
