asin,overall
B002FL3JC8,4.285714285714286
B002FS4VJQ,4.4
B002FTHJC6,4.125
B002FU5WIS,4.0
B002FU63KO,3.9206349206349205
B002FU63LI,3.6857142857142855
B002FU68ZE,3.7142857142857144
B002FU69T4,3.7
B002FU6I86,4.67741935483871
B002FU6KG6,3.6
B002G2VENC,4.666666666666667
B002G4FUNU,4.571428571428571
B002G547F6,4.133333333333334
B002G7ZE9C,4.111111111111111
B002G8UCNE,4.0
B002GABCUE,3.8333333333333335
B002GAF214,4.8
B002GFCCVW,4.170731707317073
B002GHCZZI,4.454545454545454
B002GHD09S,3.25
B002GHD0AW,3.3
B002GHD0CK,3.0
B002GIOMUS,4.0
B002GJTYDW,4.666666666666667
B002GJTYF0,4.571428571428571
B002GJU2XI,3.8421052631578947
B002GJU2YW,4.5
B002GK406C,3.8
B002GKBG2S,3.88
B002GKBG32,3.789473684210526
B002GKC3MU,4.142857142857143
B002GKEK7G,4.26530612244898
B002GO73CQ,3.8
B002GODU9G,4.3
B002GOJL6C,3.5
B002GOSY42,4.357142857142857
B002GP5ZES,4.0
B002GP62KY,4.476190476190476
B002GTR902,4.333333333333333
B002GTUDCI,4.333333333333333
B002GU5YCG,4.274193548387097
B002GU6038,4.8
B002GU61ZK,4.875
B002GU64EI,3.888888888888889
B002GU66BY,3.554054054054054
B002GU6AQ0,3.9206349206349205
B002GU6AQK,3.6
B002GU6DMQ,4.315068493150685
B002GU796A,3.8823529411764706
B002GU79G0,4.75
B002GUIDEM,1.7142857142857142
B002H5CCKW,4.043478260869565
B002H9LCUO,3.2857142857142856
B002HEAPZC,4.933333333333334
B002HHPLGW,3.9375
B002HHREU8,3.8941176470588235
B002HI1LSI,4.068965517241379
B002HIHZ6A,4.470588235294118
B002HJ36MG,4.571428571428571
B002HJ3Y4G,4.0
B002HK3FWQ,5.0
B002HMBVKW,4.545454545454546
B002HMCB7O,3.526315789473684
B002HMCINQ,4.166666666666667
B002HMD88A,3.857142857142857
B002HORIMU,4.375
B002HORIN4,4.923076923076923
B002HQAWJO,4.714285714285714
B002HRENN4,3.0
B002HREO88,4.2
B002HRETYM,5.0
B002HREU0A,3.625
B002HREU0K,4.5
B002HREU0U,4.166666666666667
B002HRFIHE,4.857142857142857
B002HRTDWK,4.0
B002HSILVS,4.6
B002HSM6BO,5.0
B002HTI2TI,4.4411764705882355
B002HTREHE,4.583333333333333
B002HTZXB8,3.272727272727273
B002HWRY44,4.454545454545454
B002HWRY5S,4.714285714285714
B002HWRY6C,4.631578947368421
B002HWRY76,4.055555555555555
B002HWRY7G,2.4285714285714284
B002HWRY8U,4.166666666666667
B002HWS4R0,3.909090909090909
B002HWS8EO,3.789473684210526
B002HWS9FW,4.329670329670329
B002HWS9G6,4.090909090909091
B002HWS9GG,4.482352941176471
B002HWS9GQ,4.443181818181818
B002HY0ZLG,4.4
B002I2OCAC,4.555555555555555
B002I3ANQ8,4.388888888888889
B002I8L538,4.5
B002I9K2BS,4.685714285714286
B002I9LVFE,3.0
B002I9YMQ4,3.2
B002I9YTLC,4.666666666666667
B002I9Z6VE,3.0
B002IA0XNE,3.909090909090909
B002IA8MO6,4.5
B002IFFSOS,4.3076923076923075
B002IGW15G,4.666666666666667
B002IHN3NE,4.571428571428571
B002IKKRYO,4.318181818181818
B002IKKXLG,4.5
B002IM0RP6,4.090909090909091
B002IMW8O4,2.6
B002IOEU20,4.1891891891891895
B002IRVIFY,4.3076923076923075
B002IS2DSY,4.296296296296297
B002IS4GYI,4.0
B002ISCPD2,4.5
B002IT3D78,4.1
B002IWP7B0,4.142857142857143
B002IX1966,4.818181818181818
B002IXHQ9K,4.707792207792208
B002IY96B0,4.7368421052631575
B002J0KC02,4.357142857142857
B002J0PD5Q,4.0625
B002J0RG2O,3.9705882352941178
B002J0RHTQ,4.0
B002J1WHOA,3.8
B002J5K5R2,5.0
B002J9HBX4,4.602803738317757
B002J9HBXO,4.545454545454546
B002JCSKMC,3.5833333333333335
B002JG3M8U,4.0
B002JINHEC,3.3333333333333335
B002JINI5A,4.166666666666667
B002JINIQ4,3.1666666666666665
B002JINJ3G,3.875
B002JINL2U,3.4285714285714284
B002JINLFC,3.1818181818181817
B002JINM3S,3.3333333333333335
B002JINMOM,3.9411764705882355
B002JINN2S,4.111111111111111
B002JINN50,4.764705882352941
B002JINNXC,4.636363636363637
B002JINODQ,3.0
B002JINOHC,3.142857142857143
B002JINPVC,3.076923076923077
B002JINQE8,3.611111111111111
B002JINRQU,4.8
B002JINS82,3.2
B002JINUD0,3.0
B002JINUJE,4.411764705882353
B002JINURQ,4.5
B002JINXOQ,4.5
B002JIO0PC,4.4
B002JIO0RU,4.086956521739131
B002JIO1FQ,4.3
B002JKKPDG,3.857142857142857
B002JKP0UO,3.7
B002JKR0HA,4.2
B002JKSP38,4.083333333333333
B002JMDFIQ,3.7777777777777777
B002JNCXME,4.5
B002JNIAQW,4.466666666666667
B002JNM8YM,4.862068965517241
B002JOK5KU,4.0
B002JPS1H8,3.6666666666666665
B002JPVT72,3.8
B002JRYKP8,4.5
B002JS1ZAK,4.391304347826087
B002JSS1RU,4.230769230769231
B002JVAGBG,4.333333333333333
B002JVWU2E,4.8
B002JVWV4Q,4.666666666666667
B002JVWYB6,5.0
B002JVWYSE,4.555555555555555
B002JVWZQU,4.7
B002JVWZSI,3.0
B002JZ8ETS,3.8
B002K41T0E,4.2
B002K44XHA,4.555555555555555
B002K645EE,3.4285714285714284
B002K6A24G,3.5625
B002K6BQ64,3.8
B002K6BR22,4.2
B002KA96DU,4.4
B002KAO7Q6,4.304347826086956
B002KAO7SO,4.625
B002KAO7TI,3.6
B002KAO7VG,4.8
B002KAOAYA,4.617021276595745
B002KAOAZ4,4.2727272727272725
B002KCGATG,5.0
B002KCMH6Q,4.027777777777778
B002KDGZZO,4.571428571428571
B002KDPEMY,4.75
B002KE5X7Y,4.0
B002KE5X88,4.0
B002KF9QZI,3.875
B002KFM9LQ,3.8333333333333335
B002KHNL0M,4.888888888888889
B002KHNL3E,4.090909090909091
B002KHNL4I,2.7142857142857144
B002KHNL5C,4.108695652173913
B002KHNL5W,4.666666666666667
B002KHNL7U,4.9
B002KI3HYG,4.230769230769231
B002KI3IC2,4.5
B002KI3U34,3.6
B002KILST2,4.75
B002KIM3QY,4.344827586206897
B002KJ6IV4,2.4545454545454546
B002KK28EE,4.333333333333333
B002KMTB1U,4.714285714285714
B002KQ5CLY,4.714285714285714
B002KQ5CMS,4.428571428571429
B002KQ6TAC,3.5
B002KQ6TJS,3.3125
B002KQQYZM,4.5
B002KRDGC0,4.681818181818182
B002KRMFAY,2.9166666666666665
B002KT3ARO,4.384615384615385
B002KT3ATW,4.686274509803922
B002KVF0LQ,4.0
B002KYB7UQ,4.396825396825397
B002L16IRA,3.5625
B002L1ANTE,4.875
B002L1G9LA,4.4
B002L24BDM,3.9
B002L29BFA,3.3333333333333335
B002L4M4M0,4.777777777777778
B002L4RWC2,3.8333333333333335
B002L5K40S,4.0
B002L6LXQG,4.8
B002L6R130,4.75
B002LA5E12,4.416666666666667
B002LAS16W,4.142857142857143
B002LAS82E,4.6
B002LESG5E,5.0
B002LG88GE,4.0
B002LGSI78,3.6
B002LGSJ86,4.666666666666667
B002LGY10G,4.315789473684211
B002LIMPES,4.928571428571429
B002LLH3Q0,4.0
B002LLQ3WK,4.133333333333334
B002LLU78Q,4.466666666666667
B002LMD796,4.222222222222222
B002LMD9CG,4.818181818181818
B002LMFG22,4.0
B002LMIWW8,5.0
B002LMLN9W,4.6
B002LMWTEK,3.9166666666666665
B002LSI3IK,3.0
B002LSI3IU,3.85
B002LSI3J4,4.0
B002LSI3JE,3.5714285714285716
B002LTOFLI,5.0
B002LUQAWO,5.0
B002LVV3NO,3.5
B002LVV3OI,3.5384615384615383
B002LVV3XY,4.166666666666667
B002LYAXUA,4.352941176470588
B002LYTHSY,4.8
B002LZ3F86,3.8333333333333335
B002LZCLH2,4.5
B002LZYPS0,4.5
B002M3CB3C,3.7
B002M3TLGM,4.6
B002M6MV8Y,5.0
B002M7XV8C,4.625
B002M8KJJ0,5.0
B002M8MXB2,4.0
B002M9YD9Q,4.8
B002MAFJLQ,4.833333333333333
B002MBHGGQ,3.1333333333333333
B002MBHU6C,4.25
B002MCMH0A,4.2
B002MCRLBK,4.266666666666667
B002MF5JKW,2.6
B002MFOO3A,4.72
B002MKGDPW,4.714285714285714
B002MPPYOS,2.8333333333333335
B002MPPYUW,4.111111111111111
B002MPPYWK,4.333333333333333
B002MQ962I,3.8
B002MTW2YO,4.575
B002MUAG1Y,4.4
B002MUAP2E,3.8
B002MVBCCU,4.25
B002MVOIHQ,4.327272727272727
B002MXHC72,4.8
B002MXQ46C,4.125
B002MXYLIA,4.916666666666667
B002MXYLIK,4.875
B002MXYLIU,4.416666666666667
B002MY3LK8,4.666666666666667
B002MZ1BU4,4.157894736842105
B002MZXX64,4.6
B002MZXX6O,5.0
B002MZXYCW,3.0
B002MZXYEK,4.5
B002N04QDW,4.444444444444445
B002N0H2HY,4.3
B002N0H38C,4.818181818181818
B002N0MZLM,4.785714285714286
B002N0OENE,4.8
B002N0OF9M,5.0
B002N0PXHK,4.571428571428571
B002N1MW3W,4.083333333333333
B002N2V7L4,4.8
B002N2XUBE,2.5
B002N40YTI,5.0
B002N5MHLK,4.368421052631579
B002N5MHLU,4.363636363636363
B002N5N33G,4.0
B002N5N5DY,2.3333333333333335
B002N616A2,4.555555555555555
B002N62G3I,4.666666666666667
B002N6P02C,4.181818181818182
B002N6RYU8,4.428571428571429
B002N7D1G8,4.375
B002N89JLS,3.0
B002NATQPA,4.513513513513513
B002NBGJRW,4.142857142857143
B002NGKCRU,3.25
B002NGMGGK,4.8
B002NGOORY,4.666666666666667
B002NH6QQK,4.857142857142857
B002NHUXP0,4.428571428571429
B002NHZ238,4.636363636363637
B002NJRRO8,4.5
B002NJUJ16,3.4285714285714284
B002NLGNW8,4.380952380952381
B002NLSU8I,4.909090909090909
B002NLUBA8,3.7142857142857144
B002NPB8F6,4.739130434782608
B002NPCC1A,4.0
B002NPCMJC,4.5636363636363635
B002NPCML0,4.477064220183486
B002NQHRCS,4.6
B002NQWMZK,4.166666666666667
B002NRIZD2,4.444444444444445
B002NS2D7U,4.714285714285714
B002NS5GGA,4.333333333333333
B002NS8UVS,2.75
B002NSCHY4,4.375
B002NSE684,5.0
B002NSFYGW,4.666666666666667
B002NSX60I,4.833333333333333
B002NU6144,4.5
B002NU6FC2,4.365853658536586
B002NUX8V8,4.666666666666667
B002NV9WYE,4.0
B002NVBR24,4.2631578947368425
B002NW3G0Y,4.6
B002NWFQGQ,4.375
B002NWHOXY,3.7142857142857144
B002NWS2BM,4.75
B002NWUW8I,4.4
B002NXTOJK,3.5833333333333335
B002O15WRO,3.3333333333333335
B002O5HIF4,4.833333333333333
B002O7UI18,4.761904761904762
B002OC76CW,3.526315789473684
B002OCANQI,4.875
B002OE79CC,4.4
B002OEBSUG,2.4
B002OEBSUQ,3.8181818181818183
B002OEXRGE,5.0
B002OHE88C,4.8
B002OIK4C0,4.25
B002OMA99O,4.7407407407407405
B002ON394U,4.111111111111111
B002ON6N2K,4.111111111111111
B002ONHBBW,3.875
B002OOURNA,3.95
B002OOUT2E,4.2
B002OSFBI2,4.473684210526316
B002OSGHMG,4.606060606060606
B002OSHSBU,4.5
B002OSICSI,5.0
B002OSWW34,4.366666666666666
B002OTX232,4.4
B002OTXTA8,5.0
B002OVM2M2,5.0
B002OVMO5M,4.472727272727273
B002OW05KC,3.7142857142857144
B002OXEURA,4.5
B002OXJ6II,4.125
B002OZJZ9G,4.0
B002P3L086,4.333333333333333
B002P4Y4QU,3.857142857142857
B002P54M9I,3.7962962962962963
B002P59CYI,4.444444444444445
B002P6CIKW,4.166666666666667
B002P8F4ZG,4.446808510638298
B002P8N7SC,2.6
B002P8N7T6,3.8
B002P8OG4G,5.0
B002P8OH9A,4.666666666666667
B002PAR0EM,2.4285714285714284
B002PBEGYS,4.909090909090909
B002PBRZNC,4.25
B002PBT6VG,4.450980392156863
B002PCPZQA,3.9523809523809526
B002PCROZU,4.666666666666667
B002PDB2YI,4.777777777777778
B002PDBOCI,4.571428571428571
B002PDECJU,3.5
B002PDGDH4,4.5
B002PDKNUW,4.5
B002PDWYUY,4.666666666666667
B002PECLHO,3.5
B002PIXZB6,3.857142857142857
B002PKDS4S,4.0
B002PKTCRU,4.875
B002PL33AQ,4.157894736842105
B002PNAU3M,4.661290322580645
B002PQ8BQM,4.032258064516129
B002PQCKJQ,4.444444444444445
B002PQZEHQ,3.7721518987341773
B002PT52WK,4.275510204081633
B002PU8ZR8,4.3
B002PX7UKS,4.571428571428571
B002PXEPJM,4.2
B002PY7P4I,4.6011080332409975
B002PY7P4S,4.5
B002PYLOX6,4.6923076923076925
B002Q0A6JM,4.761904761904762
B002Q16VVS,4.172413793103448
B002Q1CGAS,4.476190476190476
B002Q2H2JC,4.119402985074627
B002Q3QDTG,4.6
B002Q4V46C,5.0
B002Q7VPIG,3.625
B002Q8JQYU,4.428571428571429
B002QBYCTG,3.6
B002QEBYNK,4.5
B002QEPFKS,5.0
B002QEY6NK,4.560975609756097
B002QFV056,4.8
B002QG0C2W,4.4
B002QG0TWA,4.8
B002QG259K,4.625
B002QG3QBQ,4.2
B002QH412S,4.642857142857143
B002QH4T48,4.6
B002QHV7YI,3.86046511627907
B002QHYO0W,4.8
B002QHYYR0,4.75
B002QI45Z0,4.785714285714286
B002QIYQ5E,4.166666666666667
B002QJ1VW4,4.666666666666667
B002QLKBPK,3.7142857142857144
B002QM9AH4,4.444444444444445
B002QMB55Y,4.363636363636363
B002QMJ2B8,4.75
B002QMJ33A,4.75
B002QO00XU,4.833333333333333
B002QP9FAS,4.285714285714286
B002QPA8B8,2.6
B002QPR852,3.2
B002QV01LO,3.9
B002QVY9EO,4.833333333333333
B002QW3EA8,4.7272727272727275
B002QXLM3I,3.3
B002QZN8JW,4.362068965517241
B002R0DXQE,4.184210526315789
B002R2E16S,4.833333333333333
B002R332T4,4.6
B002R38M0I,5.0
B002R3EBM6,3.625
B002R3G8BS,4.5
B002R3OBDU,3.6666666666666665
B002R4UWZA,4.4
B002R5B1CW,4.685714285714286
B002R5BCMQ,4.833333333333333
B002R5BDTS,4.25
B002R5BDZM,3.5714285714285716
B002R5BE10,4.5
B002R5BFQO,3.5
B002R5BG90,5.0
B002R5BH6W,4.357142857142857
B002RAR0BS,4.75
B002RBF1PO,4.754464285714286
B002RBGYXW,4.555555555555555
B002RBWL1G,4.9
B002RCGPZI,4.166666666666667
B002RD182M,3.4
B002RG9D5S,5.0
B002RH6ZQC,4.4
B002RHJK78,4.4
B002RJC1HC,4.6
B002RKVHYO,3.8333333333333335
B002RL8FB6,3.0
B002RL8FBG,5.0
B002RL8FCK,4.75
B002RL8FCU,4.477777777777778
B002RL8FD4,4.422680412371134
B002RL8FDO,4.3
B002RL8FE8,4.666666666666667
B002RL8FEI,4.319148936170213
B002RL8FES,4.777777777777778
B002RL8FHU,4.785714285714286
B002RL8FIE,4.65
B002RL8FIO,4.672413793103448
B002RL8FIY,4.2727272727272725
B002RL8FJI,4.375
B002RL8FJS,4.666666666666667
B002RL8FK2,4.46969696969697
B002RL8FKM,4.621621621621622
B002RL8FKW,4.824324324324325
B002RL8FL6,4.476190476190476
B002RLE1D2,4.888888888888889
B002RLFUVO,4.75
B002RLQCDY,3.5454545454545454
B002RNVV2O,4.777777777777778
B002RO75TQ,3.888888888888889
B002RS59IG,3.6
B002RS59JK,3.0869565217391304
B002RSAPXK,4.583333333333333
B002RSC45W,4.2
B002RSCP9W,4.538461538461538
B002RSD050,4.181818181818182
B002RSEPAY,4.777777777777778
B002RSILIG,4.933333333333334
B002RSMAD8,4.65625
B002RSU0XU,4.6
B002RSVTHQ,4.315789473684211
B002RSVV6K,3.5714285714285716
B002RSXMTE,4.074074074074074
B002RSXP28,4.72972972972973
B002RT09E4,4.407407407407407
B002RT2A9G,4.555555555555555
B002RT412K,4.857142857142857
B002RT6WXQ,4.428571428571429
B002RTAFH0,3.8
B002RTEECM,4.3076923076923075
B002RTF2AK,4.875
B002RTH89I,5.0
B002RTI7K2,4.5
B002RTIMZW,4.15
B002RTJ0JO,5.0
B002RTL9IY,4.75
B002RTMWAI,3.6
B002RTNUEA,4.65625
B002RTUK70,4.857142857142857
B002RTV4Y8,4.666666666666667
B002RTV9PM,4.5
B002RTVLGY,3.8333333333333335
B002RTXEW8,4.333333333333333
B002RU3GE8,4.8
B002RU3GH0,4.357142857142857
B002RU3RWY,4.631578947368421
B002RU60BY,4.875
B002RU7B4Y,4.285714285714286
B002RUMOTQ,4.428571428571429
B002RUOMKK,4.695652173913044
B002RWJQMC,4.222222222222222
B002RWJQOA,3.0
B002RWX8VM,3.357142857142857
B002RXCPAQ,4.642857142857143
B002RXECHU,4.65
B002RXEMHU,4.909090909090909
B002RXG7F0,4.75
B002RXGSZY,3.625
B002RXHME0,4.5
B002RXI0B4,4.875
B002RXJPEK,4.625
B002RXLR0U,4.416666666666667
B002RXMGTG,4.6
B002RXML8M,4.75
B002RXMOAW,5.0
B002RXZEEK,3.8333333333333335
B002S1U7RU,4.382352941176471
B002S3GP74,5.0
B002S42H7K,4.125
B002S49V24,5.0
B002S4RSEW,3.975
B002S52WV0,4.7272727272727275
B002S52WWE,4.541666666666667
B002S52WWY,4.607142857142857
B002S52WXS,4.285714285714286
B002S5L5JU,4.888888888888889
B002S65NEW,4.2
B002SAURR6,4.851851851851852
B002SB95FA,4.8
B002SB95HI,4.6
B002SB95L4,4.875
B002SB95MI,5.0
B002SB95RS,4.45
B002SB95ZK,4.723270440251572
B002SCO2HU,4.571428571428571
B002SDSSPG,4.27536231884058
B002SDZXIG,4.25
B002SE3E8G,4.695652173913044
B002SEEILI,4.666666666666667
B002SFXTV2,5.0
B002SG6HO2,4.7
B002SG6HOC,4.25
B002SG6HOM,3.8333333333333335
B002SG6HOW,4.5
B002SG6HPQ,3.8
B002SG6HQA,4.375
B002SG7NAE,4.5
B002SGW8FY,4.5
B002SJWIOM,4.333333333333333
B002SKG8GU,4.454545454545454
B002SKISOA,4.2272727272727275
B002SKNJ7G,4.0
B002SMEI42,4.333333333333333
B002SMJQT4,4.341772151898734
B002SO8IMS,4.333333333333333
B002SPWET0,3.8333333333333335
B002SQJIXO,4.173913043478261
B002SR9PPY,4.4
B002SRATBI,3.8125
B002SREFL8,4.714285714285714
B002SRJKKO,4.571428571428571
B002SRVYQW,2.625
B002SSUBMO,4.384615384615385
B002SSUQNS,4.5
B002STJFP2,4.75
B002STT41C,3.8181818181818183
B002SUUDTI,3.8333333333333335
B002SV91ZY,4.7
B002SVEORO,3.6666666666666665
B002SVRSJU,3.5
B002SZ7CP6,4.857142857142857
B002SZQM4I,3.8
B002T1TLNU,4.857142857142857
B002T3DBKW,4.428571428571429
B002T3J0X4,4.0
B002T468IS,4.4
B002T4F8AW,3.4615384615384617
B002T56ES6,4.6
B002T5C0ZW,3.8333333333333335
B002T5F658,4.333333333333333
B002T5L454,4.785714285714286
B002T9XOA8,3.8
B002TA3X5I,4.571428571428571
B002TC661O,4.148148148148148
B002TC8CDO,3.533333333333333
B002TC93VY,4.136363636363637
B002TCMCE4,4.333333333333333
B002TCV6GE,4.466666666666667
B002TEHR74,4.583333333333333
B002TFJSI4,4.571428571428571
B002TG3PUA,4.133333333333334
B002TG3TPG,3.6
B002TI6WVW,3.8
B002TKEYYW,3.6363636363636362
B002TKEZ00,4.4
B002TKM3EU,4.5
B002TLS686,3.2
B002TQ4AO0,4.325
B002TR8PUE,2.4
B002TRBI76,3.6666666666666665
B002TS3JB8,4.625
B002TS795K,3.8
B002TSHGIU,4.5
B002TSK2QS,3.4
B002TSM80G,2.625
B002TSOEFS,1.4444444444444444
B002TUU2H0,4.444444444444445
B002TUUZY0,4.714285714285714
B002TWLSEY,4.4
B002TZRZA2,5.0
B002TZXB0A,4.833333333333333
B002U00ZNK,5.0
B002U0N2E4,2.909090909090909
B002U1N6LC,4.4
B002U1V07Y,4.75
B002U2IMBA,3.923076923076923
B002U3RP5S,4.0
B002U4O5SC,4.795454545454546
B002U5QQAQ,4.5
B002U60CUK,4.5
B002U6DXHO,3.4
B002U7B49W,4.636363636363637
B002UB3BF8,4.702127659574468
B002UBOEW2,4.84
B002UC7X60,4.647058823529412
B002UEE7SU,4.222222222222222
B002UEJLGI,4.5
B002UF6NV8,4.355263157894737
B002UF94OQ,3.4
B002UG0WXW,4.0
B002UG1B0U,5.0
B002UGVWA4,4.703125
B002UKOTZK,3.3
B002UL6XKS,4.285714285714286
B002UM3UCQ,3.8
B002UM5LNW,3.8333333333333335
B002UNATPG,3.8333333333333335
B002UNAUGO,3.75
B002UNEGBE,4.0
B002UNGM02,4.2
B002UPT1B2,4.8
B002UPVKY8,4.538461538461538
B002UQX8N8,4.666666666666667
B002URZUZG,4.6
B002US73AK,4.0
B002USD5FC,4.909090909090909
B002USILBK,4.714285714285714
B002UT2K34,4.64935064935065
B002UTDQSC,5.0
B002UTPNLU,4.75
B002UUSY3S,4.03030303030303
B002UUT428,4.166666666666667
B002UUT44Q,4.574468085106383
B002UUT450,4.7272727272727275
B002UUTCZ2,4.147540983606557
B002UV5944,4.125
B002UV708M,4.0
B002UVKMVY,4.333333333333333
B002UVU7HS,4.375
B002UXRNVY,4.5
B002UXRNW8,3.8333333333333335
B002UXRNWS,3.8333333333333335
B002UXRXE6,4.583333333333333
B002UXRXEG,4.46875
B002UZQT58,4.5
B002V027XK,4.285714285714286
B002V08I1U,4.545454545454546
B002V0JOVS,4.1875
B002V0LHI6,4.125
B002V0ZJ4Y,4.153846153846154
B002V1H2WK,5.0
B002V1H2XO,4.571428571428571
B002V1H2Y8,3.4
B002V1H2ZC,4.857142857142857
B002V3817I,2.0
B002V40IS2,4.7
B002V4PLXY,4.0
B002V92XB2,4.63265306122449
B002VAPHXW,3.9574468085106385
B002VECOC0,4.125
B002VF4MVK,4.0
B002VFAV6U,4.285714285714286
B002VFCHBW,3.4
B002VFD7GG,4.6
B002VFYHGA,4.0
B002VJ50PI,4.428571428571429
B002VK977O,3.4
B002VKB4O8,3.5555555555555554
B002VKMA1Y,4.555555555555555
B002VLY2C8,4.0
B002VLYAOI,4.586206896551724
B002VLZ81M,4.166666666666667
B002VLZ81W,4.565217391304348
B002VLZ830,3.9444444444444446
B002VLZ83A,5.0
B002VLZ84O,3.6666666666666665
B002VLZ858,4.714285714285714
B002VLZ86M,4.5
B002VLZ89Y,4.222222222222222
B002VLZ8AI,4.756756756756757
B002VLZ8BC,4.1
B002VLZ8BW,4.704545454545454
B002VLZ8C6,4.4
B002VLZ8D0,4.673469387755102
B002VLZ8DA,4.5
B002VLZ8DU,4.461538461538462
B002VLZ8EE,4.565217391304348
B002VLZHB8,4.235294117647059
B002VLZHD6,4.571428571428571
B002VLZHFY,4.4
B002VLZHKE,4.7
B002VLZHLS,4.769230769230769
B002VLZHM2,3.142857142857143
B002VLZHMM,4.25
B002VM49EI,4.666666666666667
B002VPC49C,4.285714285714286
B002VPE7JM,4.8
B002VPE7VK,3.6153846153846154
B002VPEE7M,4.285714285714286
B002VRG6E4,4.0
B002VRLSWO,3.608695652173913
B002VSLVWA,4.333333333333333
B002VSVY0O,3.6
B002VTWW3Q,4.2631578947368425
B002VUAM46,4.666666666666667
B002VV4TIK,4.857142857142857
B002VWJYMK,4.666666666666667
B002VWJYNO,4.0
B002VWJYOI,4.857142857142857
B002VWJYOS,4.413793103448276
B002VWJYPM,4.666666666666667
B002VWJYQG,4.4
B002VWJYS4,4.0
B002VWJYSE,3.52
B002VWJYSO,4.285714285714286
B002VWJYSY,3.4
B002VWJYV6,4.125
B002VWJZ10,4.0625
B002VWJZ1A,3.727272727272727
B002VWJZHE,4.082191780821918
B002VWJZHY,4.5
B002VWK064,4.166666666666667
B002VWK07I,4.666666666666667
B002VWK08W,3.8333333333333335
B002VWK09Q,3.5106382978723403
B002VWK0QE,5.0
B002VWK0T6,4.181818181818182
B002VWK0UK,3.642857142857143
B002VWK0V4,4.5
B002VWK1B8,4.454545454545454
B002VWK1TA,4.083333333333333
B002VWK2F8,4.739130434782608
B002VWK2SK,4.5
B002VWK3FM,4.625
B002VWK3X4,3.5384615384615383
B002VWK3ZW,3.8
B002VWKOHY,4.2
B002W4DIUG,4.384615384615385
B002W6Z0YG,3.888888888888889
B002W6Z1DG,2.5652173913043477
B002W6Z1GS,2.45
B002W7NMAY,4.888888888888889
B002WA0QGY,4.454545454545454
B002WAITKY,4.363636363636363
B002WC8178,4.454545454545454
B002WC91N6,4.555555555555555
B002WC91NQ,4.6
B002WD1RLE,3.7333333333333334
B002WDMM22,3.6666666666666665
B002WDVVKQ,4.4
B002WDXGCC,3.5714285714285716
B002WH0DME,4.777777777777778
B002WHOH3U,4.764705882352941
B002WI1RFU,5.0
B002WIVHSM,4.6
B002WIZFB2,4.666666666666667
B002WJ1BZK,4.761904761904762
B002WJHC58,3.142857142857143
B002WJHDZC,4.659574468085107
B002WJHE0Q,5.0
B002WJHE1K,4.190476190476191
B002WJHEK6,3.466666666666667
B002WJID06,3.1875
B002WJWNUW,4.2
B002WKRZEK,4.625
B002WN343S,3.076923076923077
B002WN35LO,4.625
B002WO0NU4,4.875
B002WOWI5W,4.6
B002WPZ47K,3.2127659574468086
